#Chromosome	Position	Peak_score	Tags_CTCF	Tags_IgG
chr10	127029475	16.12	48	24
chr10	127079015	29.6866666667	63	15
chr10	127099885	17.4133333333	33	9
chr10	127111970	118.91	231	28
chr10	127115170	27.1866666667	231	28
chr10	127131815	20.21	42	11
chr10	127175255	19.0733333333	51	9
chr10	127181830	32.21	69	17
chr10	127382600	54.1	79	5
chr10	127393430	16.0433333333	45	15
chr10	127435570	18.2766666667	37	7
chr10	127445570	17.9066666667	34	11
chr10	127528150	19.15	42	7
chr10	127577735	24.9233333333	49	12
chr10	127623210	33.0733333333	86	11
chr10	127669880	17.22	37	9
chr10	127799900	19.0766666667	42	11
chr10	127846940	39.7466666667	97	16
chr10	127878870	54.6466666667	104	50
chr10	127892540	19.4766666667	42	9
chr10	127911730	20.9133333333	48	20
chr10	127931155	16.3266666667	45	15
chr10	127956100	22.36	47	5
chr10	127973500	24.94	40	5
chr10	128012350	21.63	34	8
chr10	128027545	44.6933333333	72	19
chr10	128049890	26.47	46	5
chr10	128332720	20.48	39	16
chr10	128350495	55.97	96	15
chr10	128382895	23.6033333333	57	15
chr10	128414795	26.2	53	5
chr10	128446250	20.3566666667	56	19
chr10	129665490	19.6466666667	35	6
chr11	3000330	168.123333333	1094	550
chr11	3001420	62.7533333333	1094	550
chr11	3001940	92.8366666667	1094	550
chr11	3002650	21.4566666667	1094	550
chr11	3003350	32.1033333333	1094	550
chr11	3004120	91.35	1094	550
chr11	3004720	126.41	1094	550
chr11	3025510	34.1966666667	1306	868
chr11	3027340	80.0166666667	1306	868
chr11	3028350	39.3133333333	1306	868
chr11	3029480	42.2833333333	1306	868
chr11	3030200	25.66	1306	868
chr11	3030470	27.41	1306	868
chr11	3030910	60.1333333333	1306	868
chr11	3031720	48.4666666667	1306	868
chr11	3032200	85.6733333333	1306	868
chr11	3032630	72.4966666667	1306	868
chr11	3033010	99.5666666667	1306	868
chr11	3033800	81.1466666667	1306	868
chr11	3036605	51.52	7623	4902
chr11	3037315	105.926666667	7623	4902
chr11	3038495	36.8866666667	7623	4902
chr11	3039485	36.4033333333	7623	4902
chr11	3040165	45.4466666667	7623	4902
chr11	3040975	54.2933333333	7623	4902
chr11	3041725	67.7266666667	7623	4902
chr11	3042505	129.293333333	7623	4902
chr11	3043105	92.19	7623	4902
chr11	3043895	91.5733333333	7623	4902
chr11	3044815	123.97	7623	4902
chr11	3045395	47.9266666667	7623	4902
chr11	3046275	150.286666667	7623	4902
chr11	3046665	90.2366666667	7623	4902
chr11	3048065	95.4933333333	7623	4902
chr11	3048955	20.8033333333	7623	4902
chr11	3050085	119.543333333	7623	4902
chr11	3050895	112.123333333	7623	4902
chr11	3051425	87.3966666667	7623	4902
chr11	3052555	128.646666667	7623	4902
chr11	3053335	104.333333333	7623	4902
chr11	3053765	61.33	7623	4902
chr11	3054175	69.1466666667	7623	4902
chr11	3055285	122.79	7623	4902
chr11	3056015	37.11	7623	4902
chr11	3056865	78.4233333333	7623	4902
chr11	3057895	82.3566666667	7623	4902
chr11	3058345	67.87	7623	4902
chr11	3059885	120.256666667	7623	4902
chr11	3061395	120.346666667	7623	4902
chr11	3062555	90.1933333333	7623	4902
chr11	3062825	99.0166666667	7623	4902
chr11	3063845	48.7866666667	7623	4902
chr11	3064645	69.04	7623	4902
chr11	3065715	91.3633333333	7623	4902
chr11	3066595	65.2266666667	7623	4902
chr11	3067045	33.0033333333	7623	4902
chr11	3067505	69.3466666667	7623	4902
chr11	3068775	136.006666667	7623	4902
chr11	3069625	54.4233333333	7623	4902
chr11	3070765	51.9333333333	7623	4902
chr11	3071505	72.5366666667	7623	4902
chr11	3072485	39.27	7623	4902
chr11	3072975	19.8266666667	7623	4902
chr11	3073545	104.366666667	7623	4902
chr11	3074315	36.83	7623	4902
chr11	3077400	100.403333333	4310	2458
chr11	3077970	72.1533333333	4310	2458
chr11	3078970	51.0766666667	4310	2458
chr11	3079630	98.3233333333	4310	2458
chr11	3080600	20.2433333333	4310	2458
chr11	3081850	59.85	4310	2458
chr11	3082600	64.0866666667	4310	2458
chr11	3083460	21.38	4310	2458
chr11	3083950	40.5433333333	4310	2458
chr11	3084930	132.116666667	4310	2458
chr11	3085700	48.12	4310	2458
chr11	3086050	74.1466666667	4310	2458
chr11	3087010	52.83	4310	2458
chr11	3088910	69.86	4310	2458
chr11	3089650	46.47	4310	2458
chr11	3090320	49.8733333333	4310	2458
chr11	3091260	53.65	4310	2458
chr11	3092180	81.3566666667	4310	2458
chr11	3093150	385.516666667	4310	2458
chr11	3094210	63.9133333333	4310	2458
chr11	3094870	45.1566666667	4310	2458
chr11	3095830	107.903333333	4310	2458
chr11	3096600	93.6966666667	4310	2458
chr11	3097670	23.3766666667	4310	2458
chr11	3098230	44.2233333333	4310	2458
chr11	3099130	70.0533333333	4310	2458
chr11	3099660	31.5233333333	4310	2458
chr11	3190465	20.5266666667	51	18
chr11	3247345	29.0066666667	57	17
chr11	3253130	21.3466666667	50	21
chr11	3287225	68.21	125	18
chr11	3309265	18	33	13
chr11	3356570	22.9433333333	48	7
chr11	3372715	18.7633333333	48	11
chr11	3414690	31.76	54	15
chr11	3431870	19.06	62	19
chr11	3435495	38.3166666667	80	18
chr11	3502780	22.1166666667	45	8
chr11	3614625	43.9133333333	96	20
chr11	3671595	19.9066666667	45	10
chr11	3686825	22.12	51	22
chr11	3705530	23.94	76	11
chr11	3734465	60.8866666667	119	23
chr11	3780045	18.4933333333	43	10
chr11	3814750	25.53	98	34
chr11	3821685	21.0833333333	52	13
chr11	3901810	26.2	49	7
chr11	3953725	23.5633333333	61	18
chr11	3980485	40.42	148	35
chr11	3983545	22.6033333333	148	35
chr11	3994535	31.78	78	18
chr11	4024170	25.2333333333	60	20
chr11	4120685	35.3433333333	94	21
chr11	4137465	21.03	48	17
chr11	4158885	67.39	175	46
chr11	4351340	27.2166666667	54	7
chr11	4634430	22.53	50	20
chr11	4721770	22.2766666667	34	12
chr11	4743605	28.6733333333	50	10
chr11	4766075	21.2733333333	44	8
chr11	4783230	22.2433333333	101	26
chr11	4816310	22.76	49	10
chr11	4847075	20.0333333333	40	15
chr11	4873450	38.11	137	40
chr11	4875910	18.92	137	40
chr11	4959985	49.27	96	28
chr11	5015110	144.95	220	19
chr11	5060980	20.7666666667	55	8
chr11	5081995	41.37	85	24
chr11	5190900	27.2	44	10
chr11	5374285	21.8766666667	40	4
chr11	5385375	18.9066666667	48	9
chr11	5529310	27.4833333333	50	18
chr11	5591965	23.5333333333	48	10
chr11	5688750	34.8933333333	92	28
chr11	5780090	35.94	62	15
chr11	5786490	25.9366666667	46	14
chr11	5891205	23.38	57	24
chr11	5896125	28.5	59	16
chr11	6088060	30.2833333333	57	13
chr11	6161805	48.57	94	20
chr11	6174980	36.2633333333	70	11
chr11	6266165	23.1733333333	51	18
chr11	6302940	43.8033333333	78	15
chr11	6311905	19.92	43	9
chr11	6336615	47.59	76	7
chr11	6428880	22.8866666667	56	13
chr11	6528825	20.9233333333	48	23
chr11	6555205	21.33	51	13
chr11	6669075	40.5633333333	87	22
chr11	7061725	23.4633333333	62	8
chr11	8305730	31.0333333333	58	14
chr11	8324400	28.0766666667	65	18
chr11	8424055	29.3166666667	83	24
chr11	8855935	24.6466666667	57	4
chr11	9035840	37.01	152	38
chr11	9036720	53.7666666667	152	38
chr11	9217470	29.04	52	10
chr11	11031825	27.5166666667	52	11
chr11	11361800	24.0233333333	66	14
chr11	11688850	24.6566666667	57	13
chr11	11712200	33.21	60	4
chr11	11720420	28.95	50	18
chr11	11873545	38.9133333333	72	11
chr11	11925810	30.2866666667	52	7
chr11	12273565	25.9433333333	54	16
chr11	12432580	19.2	31	12
chr11	12479315	25.4766666667	49	11
chr11	12711430	22.3733333333	46	12
chr11	16312765	26.5566666667	47	2
chr11	16849025	22.6	37	5
chr11	19725130	23.7533333333	45	17
chr11	19730805	24.01	35	10
chr11	19931660	25.05	36	5
chr11	20204585	33.6633333333	74	19
chr11	20233230	20.4233333333	38	6
chr11	20279210	28.9333333333	69	44
chr11	20301090	26.0133333333	58	6
chr11	20346115	30.3133333333	52	11
chr11	20355220	33.34	74	11
chr11	20539015	21.3533333333	35	8
chr11	20561890	23.85	43	16
chr11	20591220	32.5266666667	52	7
chr11	20694825	42.9866666667	119	25
chr11	20814150	30.2133333333	55	16
chr11	22517780	52.5233333333	91	20
chr11	22857115	33.2033333333	73	5
chr11	23579380	22.2733333333	41	7
chr11	23755620	30.6933333333	61	12
chr11	23879510	18.76	38	4
chr11	23949410	39.7266666667	73	10
chr11	23953080	18.3133333333	35	6
chr11	24590200	22.3066666667	38	12
chr11	25762950	27.2566666667	49	9
chr11	25974065	24.2066666667	43	8
chr11	27653785	29.8	56	10
chr11	29593785	18	53	9
chr11	30122795	18.09	36	7
chr11	31273670	19.2933333333	36	15
chr11	31594265	18.62	34	9
chr11	32032370	25.1866666667	45	3
chr11	32041220	35.7133333333	69	11
chr11	32061710	19.5333333333	99	19
chr11	32062380	36.48	99	19
chr11	32117010	22.9933333333	52	18
chr11	32137280	26.1433333333	108	34
chr11	32138630	22.5933333333	108	34
chr11	32186945	21.28	36	7
chr11	32221375	42.3933333333	80	18
chr11	32224815	21.6266666667	36	6
chr11	32241255	37.5633333333	178	14
chr11	32242955	69.8466666667	178	14
chr11	32488570	41.7566666667	92	12
chr11	32492815	20.31	61	17
chr11	32525895	19.7333333333	39	9
chr11	32706195	21.6466666667	37	8
chr11	32929135	28.59	52	16
chr11	32997985	26.3433333333	63	16
chr11	33070710	27.92	47	8
chr11	33076805	21.62	43	9
chr11	33454390	19.8666666667	41	8
chr11	33514415	45.1533333333	75	6
chr11	33621465	22.6066666667	48	9
chr11	33625840	30.82	66	25
chr11	33649585	22.5866666667	61	21
chr11	33817860	29.2466666667	52	14
chr11	33834495	21.1066666667	48	8
chr11	33908960	21.5566666667	39	10
chr11	33973980	23.8	40	16
chr11	34129230	27.39	58	11
chr11	34136535	28.8133333333	46	9
chr11	35180995	19.2933333333	39	13
chr11	35265310	24.7466666667	59	17
chr11	35481060	18.6533333333	82	23
chr11	35506800	26.1666666667	60	9
chr11	35517210	35.2733333333	73	16
chr11	35648145	21.75	39	7
chr11	35653985	58.1233333333	97	19
chr11	35666505	22.5366666667	67	22
chr11	35814980	23.1266666667	46	9
chr11	35859370	37.7	64	10
chr11	36034985	20.5366666667	50	7
chr11	43077500	28.02	51	11
chr11	43162300	21.9866666667	41	8
chr11	43225205	39.3933333333	108	10
chr11	43226495	28.2366666667	108	10
chr11	43306395	20.17	84	21
chr11	43330350	29.8366666667	54	21
chr11	43381930	18.8033333333	40	5
chr11	44399795	18.55	33	11
chr11	44424595	39.2933333333	77	8
chr11	44821775	23.37	43	7
chr11	45565830	25.3566666667	41	9
chr11	45608010	24.44	52	15
chr11	45687405	18.1333333333	29	10
chr11	45740335	49.4733333333	90	6
chr11	45758490	64.65	107	16
chr11	45942240	28.5866666667	55	8
chr11	46029105	32.5933333333	103	25
chr11	46030375	21.3066666667	103	25
chr11	46065665	34.1166666667	61	19
chr11	46082650	20.56	46	10
chr11	46089115	22.4933333333	122	14
chr11	46090435	43.8966666667	122	14
chr11	46244830	20.6133333333	37	8
chr11	48588365	20.6966666667	178	45
chr11	48590275	40.7366666667	178	45
chr11	48665050	18.62	38	12
chr11	48670455	24.0366666667	81	25
chr11	49439555	22.45	39	16
chr11	49450170	55.8133333333	164	40
chr11	49464135	21.0566666667	84	29
chr11	49541490	27.3466666667	50	14
chr11	49638560	21.1533333333	52	10
chr11	49658710	19.1633333333	118	24
chr11	49660130	36.7566666667	118	24
chr11	49685560	20.62	87	23
chr11	49769525	27.9766666667	65	16
chr11	49775085	34.6533333333	67	12
chr11	49944720	50.1666666667	113	14
chr11	49975200	46.0233333333	104	22
chr11	50047765	19.3466666667	43	13
chr11	50167740	20.5533333333	40	11
chr11	50178375	22.5866666667	49	12
chr11	50253700	18.5766666667	38	12
chr11	50372710	32.77	58	18
chr11	50401515	22.5533333333	125	25
chr11	50402775	18.1833333333	125	25
chr11	50583135	30.34	86	21
chr11	50753575	29.8133333333	63	14
chr11	51027670	25.1366666667	49	11
chr11	51103090	26.3266666667	57	9
chr11	51331905	18.6633333333	49	12
chr11	51348065	22.4266666667	50	12
chr11	51353340	58.29	100	7
chr11	51495375	31.2733333333	56	9
chr11	51517255	20.65	42	10
chr11	51599695	24.5	49	9
chr11	51631460	43.1266666667	231	45
chr11	51633660	27.5133333333	231	45
chr11	51634590	30.3	231	45
chr11	51781120	28.2833333333	66	27
chr11	51944080	18.8833333333	39	6
chr11	52033960	29.1333333333	72	14
chr11	52111090	18.1566666667	56	8
chr11	52159925	24.9233333333	51	13
chr11	52188015	47.5533333333	77	8
chr11	52235160	21.2666666667	43	17
chr11	52330970	19.6133333333	36	8
chr11	52335610	18.0033333333	43	12
chr11	52443525	28.0666666667	55	13
chr11	52579585	19.4166666667	49	15
chr11	52846025	24.9033333333	57	16
chr11	52959975	26.6966666667	57	24
chr11	53056910	23.9566666667	48	16
chr11	53068565	30.7	83	18
chr11	53280305	42.7766666667	81	15
chr11	53283640	35.1433333333	61	12
chr11	53338575	23.9	45	13
chr11	53403970	24.3533333333	43	5
chr11	53441555	26.4466666667	51	8
chr11	53445985	25.3766666667	57	8
chr11	53456455	24.8166666667	40	7
chr11	53549235	43.2266666667	160	19
chr11	53550775	30.7433333333	160	19
chr11	53816445	22.1066666667	71	16
chr11	53902535	23.6333333333	51	15
chr11	53953765	53.6533333333	122	96
chr11	53958530	36.18	62	14
chr11	54348695	22.27	38	10
chr11	54648260	20.24	48	8
chr11	54731990	19.87	56	6
chr11	54744070	22.9966666667	152	35
chr11	54745410	20.3733333333	152	35
chr11	54811925	30.8833333333	59	9
chr11	54853270	32.8366666667	89	13
chr11	54900740	20.0666666667	42	11
chr11	54972485	31.9666666667	66	13
chr11	54976370	40.4633333333	149	41
chr11	54978440	31.1166666667	149	41
chr11	55008865	29.6833333333	61	20
chr11	55017825	29.6133333333	64	19
chr11	55200130	32.73	50	10
chr11	55260285	36.6633333333	111	15
chr11	55311580	18.4833333333	42	11
chr11	55325085	21.68	41	7
chr11	55332505	27.4533333333	50	6
chr11	55359465	18.6133333333	41	4
chr11	55384765	20.4233333333	38	10
chr11	55805425	39.92	78	16
chr11	55921540	23.4033333333	49	14
chr11	55944970	22.8533333333	45	11
chr11	57124495	19.7233333333	47	7
chr11	57281480	19.17	41	9
chr11	57288835	28.8933333333	53	8
chr11	57362575	38.98	78	12
chr11	57561025	26.3066666667	52	11
chr11	57592065	23.1866666667	39	12
chr11	57601615	31.2533333333	76	16
chr11	57633695	24.72	88	22
chr11	57682495	21.3566666667	49	13
chr11	57748020	30.8666666667	65	31
chr11	57871140	24.0566666667	64	15
chr11	58039345	30.9	55	7
chr11	58048885	28.8433333333	51	4
chr11	58166380	18.0166666667	40	12
chr11	58401710	21.4633333333	39	9
chr11	58457055	36.3933333333	55	4
chr11	59022720	18.49	51	13
chr11	59107330	34.7	67	8
chr11	59111715	23.8133333333	43	10
chr11	59116440	18.33	39	6
chr11	59144245	32.6933333333	69	22
chr11	59189225	29.25	62	14
chr11	59338945	32.6433333333	97	26
chr11	59446765	39.4433333333	76	10
chr11	59592295	58.3666666667	100	16
chr11	59693640	27.9866666667	64	15
chr11	59840965	40.6466666667	82	18
chr11	59884345	22.3233333333	51	29
chr11	59890410	20.6733333333	42	8
chr11	59898245	24.8033333333	58	8
chr11	59918360	20.6833333333	42	10
chr11	60013390	41.43	79	16
chr11	60372975	48.47	77	8
chr11	60516820	34.6466666667	71	21
chr11	60693165	41.0733333333	101	16
chr11	60740890	28.5533333333	78	16
chr11	60918035	38.4366666667	76	13
chr11	60960305	22.56	60	16
chr11	61007045	29.72	57	8
chr11	61163055	32.0366666667	52	10
chr11	61221300	20.08	93	23
chr11	61223770	25.82	93	23
chr11	61230260	23.6933333333	108	19
chr11	61231570	37.44	108	19
chr11	61318435	41.3333333333	71	7
chr11	61328655	19.55	35	5
chr11	61433975	39.7033333333	60	14
chr11	61479740	18.2066666667	36	12
chr11	61528335	30.59	65	14
chr11	61565255	20.1266666667	41	13
chr11	61764350	24.46	44	5
chr11	61770255	27.0133333333	61	9
chr11	61795035	26.83	53	13
chr11	61858310	21.3666666667	94	21
chr11	61861440	24.4666666667	94	21
chr11	61941345	18.8066666667	36	5
chr11	62091760	19.8866666667	95	20
chr11	62094360	25.9866666667	95	20
chr11	62388945	30.7233333333	64	25
chr11	62427345	43.0366666667	81	11
chr11	62462365	18.26	40	10
chr11	62489540	24.1933333333	54	17
chr11	62557855	20.6266666667	44	6
chr11	62570500	86.22	145	21
chr11	62949260	40.2366666667	73	12
chr11	63047300	21.6033333333	53	12
chr11	63218385	18.7733333333	32	10
chr11	63607770	19.4633333333	35	8
chr11	63734205	21.6466666667	49	16
chr11	63738900	40.46	72	11
chr11	64704460	21.64	43	5
chr11	64712525	26.6966666667	48	13
chr11	64782190	20.6133333333	43	7
chr11	64902575	35	67	12
chr11	65011005	23.0833333333	51	10
chr11	65634560	27.04	63	17
chr11	66713175	22.8033333333	56	10
chr11	66798530	18.26	81	26
chr11	66834785	21.9533333333	60	9
chr11	66893975	20.6033333333	47	5
chr11	66915510	21.1533333333	85	14
chr11	66923890	38.3866666667	149	21
chr11	66926430	23.4133333333	149	21
chr11	67186990	21.0266666667	39	9
chr11	67245565	29.95	57	12
chr11	67461415	28.7666666667	55	13
chr11	67466005	30.0566666667	54	15
chr11	67471330	37.9766666667	82	17
chr11	67489925	19.3966666667	31	8
chr11	67710885	19.5533333333	51	14
chr11	67817860	28.4	49	6
chr11	68217810	21.7333333333	49	10
chr11	68221780	21.2133333333	44	18
chr11	68231565	29.9033333333	50	9
chr11	68299010	20.6933333333	50	12
chr11	68345065	20.3133333333	67	12
chr11	68369545	21.2333333333	91	22
chr11	68403150	22.89	43	13
chr11	68621475	27.7	62	21
chr11	68710840	26.24	50	10
chr11	68715020	39.7333333333	54	19
chr11	68796310	25.7	71	12
chr11	68849660	26.0466666667	58	10
chr11	68947525	35.96	82	22
chr11	68985360	18.3366666667	40	10
chr11	69065145	29.27	57	13
chr11	69072075	40.0766666667	88	19
chr11	69081090	21.2166666667	42	9
chr11	69085985	30.2533333333	65	15
chr11	69186490	18.5133333333	50	8
chr11	69214920	50.6366666667	107	38
chr11	69392945	65.23	121	17
chr11	69441995	49.4566666667	160	15
chr11	69446295	23.9366666667	160	15
chr11	69469115	20.4866666667	106	43
chr11	69470885	20.46	106	43
chr11	69496475	19.9866666667	53	14
chr11	69512295	24.53	37	5
chr11	69529155	23.75	50	17
chr11	69669125	23.8533333333	54	10
chr11	69690490	39.6166666667	83	16
chr11	69694220	26.5366666667	86	31
chr11	69700970	21.2	44	7
chr11	69735310	19.4866666667	30	4
chr11	69747855	22.87	46	16
chr11	69762530	31.72	91	15
chr11	69774385	33.3466666667	64	15
chr11	69815615	28.0766666667	54	18
chr11	69819140	22.6233333333	44	14
chr11	69828525	19.6966666667	37	19
chr11	69869335	29.7666666667	65	12
chr11	69923805	22.3466666667	51	9
chr11	69991345	22.0733333333	69	14
chr11	70015390	91.9933333333	151	10
chr11	70044135	29.8966666667	61	10
chr11	70061130	26.2866666667	44	8
chr11	70135370	45.9466666667	90	16
chr11	70227625	21.2066666667	41	3
chr11	70265745	31.3633333333	47	8
chr11	70323680	20.5733333333	49	14
chr11	70418905	62.5933333333	193	62
chr11	70422235	21.6166666667	193	62
chr11	70436760	19.56	68	20
chr11	70569325	33.8533333333	58	7
chr11	70590910	35.7233333333	72	19
chr11	70629410	32.1733333333	69	12
chr11	70748985	35.9333333333	67	13
chr11	70796590	35.0966666667	52	19
chr11	71816185	24.7633333333	49	15
chr11	71830265	18.85	42	12
chr11	71838110	24.7066666667	114	20
chr11	71839470	18.2266666667	114	20
chr11	71851660	18.1433333333	50	17
chr11	71866355	32.16	66	19
chr11	72035055	20.0833333333	44	6
chr11	72038635	28.4033333333	53	12
chr11	72156260	27.3566666667	52	11
chr11	72168680	61.33	103	24
chr11	72243080	18.1133333333	52	7
chr11	72260115	27.8166666667	92	29
chr11	72349220	30.8766666667	70	10
chr11	72384260	20.0333333333	43	10
chr11	72740140	36.2733333333	59	17
chr11	72754540	23.2833333333	47	10
chr11	72814680	31.1433333333	61	13
chr11	72820055	22.2933333333	75	22
chr11	72853040	18.99	47	7
chr11	72861235	21.6633333333	80	18
chr11	72944660	22.6633333333	45	21
chr11	72951920	40.66	89	20
chr11	72982900	25.1966666667	58	17
chr11	73095305	42.2633333333	82	14
chr11	74185340	44.2066666667	84	13
chr11	74190580	19.9233333333	148	54
chr11	74279365	21.0433333333	50	18
chr11	74361035	27.73	53	15
chr11	74661555	30.0233333333	96	21
chr11	74795100	27.1433333333	55	14
chr11	74979010	47.9666666667	101	20
chr11	74982710	32.6733333333	100	27
chr11	74984210	24.12	100	27
chr11	74992580	21.4266666667	45	13
chr11	75045500	23.2766666667	48	8
chr11	75104645	21.3533333333	39	6
chr11	75220555	20.0866666667	51	7
chr11	75271865	19.6166666667	33	4
chr11	75324395	73.7866666667	147	20
chr11	75344080	32.2733333333	76	27
chr11	75371885	30.53	61	18
chr11	75386990	33.68	61	23
chr11	75595665	29.82	52	13
chr11	75717175	46.8766666667	90	18
chr11	75727690	29.0866666667	74	19
chr11	75899545	21.5366666667	62	18
chr11	75981070	19.01	44	7
chr11	76031200	60.4133333333	97	14
chr11	76066880	20.9333333333	46	17
chr11	76220250	33.89	67	17
chr11	76268225	37.3633333333	156	44
chr11	76269915	49.7133333333	156	44
chr11	76324640	19.11	48	10
chr11	76338615	31.7066666667	63	19
chr11	76350670	21.8666666667	50	9
chr11	76354635	20.98	51	13
chr11	76391530	21.4633333333	51	8
chr11	76459640	37.07	116	27
chr11	76461210	21.52	116	27
chr11	76490715	24.2233333333	40	6
chr11	76577150	21.81	51	13
chr11	76810885	33.8533333333	65	18
chr11	76913840	20.3833333333	41	14
chr11	77260225	24.9766666667	49	9
chr11	77281550	39.0966666667	96	20
chr11	77304835	29.19	61	18
chr11	77315085	26.2533333333	63	23
chr11	77321800	22.02	55	22
chr11	77443970	33.8566666667	72	9
chr11	77550980	26.08	49	6
